Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-09T12:35:34.790Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4209"",""247042"",""198"",""251449"",""0.21"""
"2025-10-09T12:35:24.763Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3770"",""247042"",""142"",""250954"",""0.21"""
"2025-10-09T12:35:15.775Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3443"",""247042"",""169"",""250654"",""0.21"""
"2025-10-09T12:35:14.634Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:35:04.890Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1946"",""684"",""245096"",""463"",""248189"",""0.21"""
"2025-10-09T12:34:56.753Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""7034"",""1829"",""238062"",""236"",""247161"",""0.25"""
"2025-10-09T12:33:39.488Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""1696"",""244560"",""585"",""246841"",""0.20"""
"2025-10-09T12:33:27.834Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1068"",""243841"",""112"",""245021"",""0.19"""
"2025-10-09T12:33:13.644Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2225"",""401"",""241616"",""336"",""244578"",""0.21"""
"2025-10-09T12:33:00.231Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2155"",""241616"",""385"",""244156"",""0.20"""
"2025-10-09T12:32:40.577Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3074"",""644"",""238542"",""813"",""243073"",""0.23"""
"2025-10-09T12:32:11.161Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""480"",""3011"",""238062"",""334"",""241887"",""0.21"""
"2025-10-09T12:31:59.784Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3263"",""195"",""234799"",""1688"",""239945"",""0.25"""
"2025-10-09T12:30:35.882Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""502"",""754"",""237690"",""342"",""239288"",""0.19"""
"2025-10-09T12:30:24.377Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""375"",""441"",""236654"",""244"",""237714"",""0.18"""
"2025-10-09T12:30:15.997Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1855"",""294"",""234799"",""262"",""237210"",""0.19"""
"2025-10-09T12:30:07.790Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""8635"",""1749"",""226164"",""206"",""236754"",""0.26"""
"2025-10-09T12:28:32.794Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""1935"",""234113"",""351"",""236399"",""0.19"""
"2025-10-09T12:28:21.398Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""7094"",""1403"",""226326"",""147"",""234970"",""0.24"""
"2025-10-09T12:28:16.677Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:28:05.767Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""6951"",""226326"",""666"",""233943"",""0.23"""
"2025-10-09T12:27:57.616Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4643"",""226326"",""219"",""231188"",""0.20"""
"2025-10-09T12:27:50.843Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4366"",""226326"",""144"",""230836"",""0.20"""
"2025-10-09T12:27:49.570Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:27:41.983Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""162"",""547"",""226164"",""261"",""227134"",""0.18"""
"2025-10-09T12:27:41.606Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:27:34.068Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""916"",""73"",""225248"",""266"",""226503"",""0.18"""
"2025-10-09T12:26:22.889Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""170"",""841"",""225883"",""348"",""227242"",""0.18"""
"2025-10-09T12:26:16.085Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6912"",""48"",""218336"",""407"",""225703"",""0.23"""
"2025-10-09T12:24:38.021Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""3745"",""222421"",""489"",""226655"",""0.20"""
"2025-10-09T12:24:27.792Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3418"",""2151"",""218336"",""249"",""224154"",""0.21"""
"2025-10-09T12:24:27.746Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:24:18.775Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2652"",""3287"",""215684"",""346"",""221969"",""0.21"""
"2025-10-09T12:21:48.967Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2753"",""216279"",""127"",""219159"",""0.18"""
"2025-10-09T12:21:44.125Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:21:38.621Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3293"",""1698"",""212391"",""461"",""217843"",""0.21"""
"2025-10-09T12:19:39.231Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1835"",""1593"",""213078"",""512"",""217018"",""0.19"""
"2025-10-09T12:19:22.241Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""29165"",""1569"",""183226"",""936"",""214896"",""0.43"""
"2025-10-09T12:17:28.005Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2509"",""211315"",""720"",""214544"",""0.18"""
"2025-10-09T12:17:08.723Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2601"",""1684"",""207952"",""131"",""212368"",""0.19"""
"2025-10-09T12:16:53.735Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2504"",""207952"",""995"",""211451"",""0.19"""
"2025-10-09T12:16:38.360Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""1460"",""1092"",""206492"",""754"",""209798"",""0.19"""
"2025-10-09T12:16:19.290Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""20916"",""1397"",""185576"",""779"",""208668"",""0.35"""
"2025-10-09T12:16:07.516Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""20608"",""185576"",""1037"",""207221"",""0.31"""
"2025-10-09T12:16:07.117Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:15:59.220Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2350"",""233"",""183226"",""219"",""186028"",""0.08"""
"2025-10-09T12:15:49.361Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2233"",""183226"",""220"",""185679"",""0.08"""
"2025-10-09T12:14:19.307Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:14:04.078Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4297"",""2558"",""191373"",""1479"",""199707"",""0.12"""
"2025-10-09T12:14:00.858Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:13:56.967Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T12:13:46.145Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4242"",""191373"",""1196"",""196811"",""0.11"""
"2025-10-09T12:13:12.832Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""395"",""3683"",""190978"",""289"",""195345"",""0.09"""
"2025-10-09T12:13:05.785Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""5705"",""312"",""185273"",""2019"",""193309"",""0.13"""
"2025-10-09T12:12:55.327Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5547"",""185273"",""227"",""191047"",""0.09"""
"2025-10-09T12:12:43.785Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2047"",""3679"",""183226"",""270"",""189222"",""0.09"""
"2025-10-09T12:12:33.984Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""173724"",""1912"",""9502"",""290"",""185428"",""0.80"""
"2025-10-09T08:51:47.614Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2989"",""181074"",""328"",""184391"",""0.08"""
"2025-10-09T08:51:44.649Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:51:40.323Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:51:32.947Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1849"",""1217"",""178563"",""672"",""182301"",""0.09"""
"2025-10-09T08:51:27.875Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:51:19.095Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2390"",""1672"",""176173"",""735"",""180970"",""0.09"""
"2025-10-09T08:49:43.288Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2243"",""177560"",""225"",""180028"",""0.08"""
"2025-10-09T08:49:38.524Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:49:28.258Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""752"",""1022"",""176173"",""467"",""178414"",""0.08"""
"2025-10-09T08:49:24.297Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:49:07.555Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2532"",""193"",""173641"",""1006"",""177372"",""0.09"""
"2025-10-09T08:47:46.195Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2459"",""174806"",""380"",""177645"",""0.08"""
"2025-10-09T08:47:36.983Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2004"",""174126"",""104"",""176234"",""0.07"""
"2025-10-09T08:47:32.765Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:47:24.566Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""485"",""1022"",""173641"",""459"",""175607"",""0.08"""
"2025-10-09T08:47:20.214Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:47:09.332Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""9363"",""113"",""164278"",""819"",""174573"",""0.12"""
"2025-10-09T08:43:41.932Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""9071"",""166304"",""571"",""175946"",""0.10"""
"2025-10-09T08:43:05.211Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1238"",""7977"",""164278"",""121"",""173614"",""0.10"""
"2025-10-09T08:42:48.469Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""154776"",""743"",""9502"",""4356"",""169377"",""0.78"""
"2025-10-09T08:29:59.646Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2291"",""162870"",""661"",""165822"",""0.08"""
"2025-10-09T08:29:51.783Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1229"",""1630"",""160912"",""113"",""163884"",""0.07"""
"2025-10-09T08:29:49.069Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:29:46.131Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:29:33.542Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1851"",""1161"",""159061"",""679"",""162752"",""0.08"""
"2025-10-09T08:29:18.091Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""733"",""1791"",""158328"",""659"",""161511"",""0.08"""
"2025-10-09T08:29:06.358Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""5274"",""613"",""153054"",""1069"",""160010"",""0.10"""
"2025-10-09T08:24:58.388Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""2536"",""157217"",""386"",""160139"",""0.07"""
"2025-10-09T08:24:51.354Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2024"",""156518"",""89"",""158631"",""0.07"""
"2025-10-09T08:24:47.301Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:24:39.366Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1340"",""984"",""155178"",""469"",""157971"",""0.07"""
"2025-10-09T08:24:37.339Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:24:23.656Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2124"",""1009"",""153054"",""778"",""156965"",""0.08"""
"2025-10-09T08:24:11.823Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4940"",""1729"",""148114"",""496"",""155279"",""0.09"""
"2025-10-09T08:22:30.509Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""2190"",""3214"",""148757"",""354"",""154515"",""0.08"""
"2025-10-09T08:22:14.743Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""138612"",""1654"",""9502"",""2329"",""152097"",""0.68"""
"2025-10-09T08:18:46.716Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""5283"",""144620"",""1336"",""151239"",""0.09"""
"2025-10-09T08:18:34.892Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3797"",""143797"",""145"",""147739"",""0.07"""
"2025-10-09T08:18:29.856Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:18:24.304Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4946"",""1032"",""138851"",""1507"",""146336"",""0.10"""
"2025-10-09T08:18:16.338Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4881"",""138851"",""136"",""143868"",""0.07"""
"2025-10-09T08:18:13.037Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:18:01.940Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4714"",""3695"",""134137"",""503"",""143049"",""0.09"""
"2025-10-09T08:17:40.820Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4662"",""134137"",""129"",""138928"",""0.07"""
"2025-10-09T08:17:34.407Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2095"",""1216"",""132042"",""2073"",""137426"",""0.10"""
"2025-10-09T08:17:14.829Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2011"",""132042"",""157"",""134210"",""0.06"""
"2025-10-09T08:17:06.100Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1532"",""462"",""130510"",""1390"",""133894"",""0.08"""
"2025-10-09T08:16:50.476Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1493"",""130510"",""417"",""132420"",""0.06"""
"2025-10-09T08:16:41.915Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1304"",""438"",""129206"",""968"",""131916"",""0.07"""
"2025-10-09T08:16:26.280Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""376"",""1267"",""128830"",""391"",""130864"",""0.06"""
"2025-10-09T08:16:19.004Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2996"",""331"",""125834"",""1233"",""130394"",""0.08"""
"2025-10-09T08:16:10.177Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2851"",""125834"",""320"",""129005"",""0.06"""
"2025-10-09T08:16:04.262Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2539"",""125834"",""109"",""128482"",""0.06"""
"2025-10-09T08:15:56.914Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""463"",""235"",""125371"",""182"",""126251"",""0.05"""
"2025-10-09T08:15:45.955Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""115869"",""292"",""9502"",""244"",""125907"",""0.53"""
"2025-10-09T08:09:52.440Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""8623"",""118084"",""661"",""127368"",""0.08"""
"2025-10-09T08:09:44.141Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""7894"",""117344"",""119"",""125357"",""0.07"""
"2025-10-09T08:09:38.568Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""7021"",""117344"",""378"",""124743"",""0.07"""
"2025-10-09T08:09:32.149Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""6112"",""117344"",""126"",""123582"",""0.07"""
"2025-10-09T08:09:30.851Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:09:20.798Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5796"",""117344"",""241"",""123381"",""0.07"""
"2025-10-09T08:09:02.318Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4934"",""117344"",""393"",""122671"",""0.07"""
"2025-10-09T08:08:45.464Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3626"",""117344"",""1163"",""122133"",""0.08"""
"2025-10-09T08:08:39.336Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2162"",""117344"",""1393"",""120899"",""0.08"""
"2025-10-09T08:08:32.346Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""955"",""320"",""116389"",""140"",""117804"",""0.05"""
"2025-10-09T08:08:30.697Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T08:08:20.653Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""106887"",""659"",""9502"",""449"",""117497"",""0.49"""
"2025-10-09T08:00:23.229Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""11180"",""107152"",""1087"",""119419"",""0.09"""
"2025-10-09T07:59:21.336Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""9490"",""106314"",""127"",""115931"",""0.07"""
"2025-10-09T07:59:13.580Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5591"",""106314"",""3832"",""115737"",""0.13"""
"2025-10-09T07:59:06.168Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5021"",""106314"",""260"",""111595"",""0.06"""
"2025-10-09T07:59:01.323Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4195"",""106314"",""359"",""110868"",""0.06"""
"2025-10-09T07:58:44.156Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2692"",""106314"",""93"",""109099"",""0.05"""
"2025-10-09T07:58:23.185Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1367"",""1403"",""104947"",""1146"",""108863"",""0.07"""
"2025-10-09T07:58:10.046Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""5942"",""848"",""99005"",""1853"",""107648"",""0.10"""
"2025-10-09T07:53:37.152Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""89503"",""5727"",""10351"",""2152"",""107733"",""0.46"""
"2025-10-09T06:39:50.476Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1177"",""425"",""98326"",""315"",""100243"",""0.05"""
"2025-10-09T06:39:40.638Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1409"",""797"",""96261"",""506"",""98973"",""0.05"""
"2025-10-09T06:38:05.557Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T06:37:58.142Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""606"",""230"",""97009"",""186"",""98031"",""0.04"""
"2025-10-09T06:37:45.619Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""748"",""510"",""96261"",""231"",""97750"",""0.04"""
"2025-10-09T06:37:39.666Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1103"",""568"",""95158"",""337"",""97166"",""0.05"""
"2025-10-09T06:37:05.546Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""757"",""442"",""95818"",""337"",""97354"",""0.04"""
"2025-10-09T06:36:34.948Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""636"",""95158"",""240"",""96034"",""0.04"""
"2025-10-09T06:36:30.908Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1084"",""112"",""94074"",""174"",""95444"",""0.04"""
"2025-10-09T06:35:44.694Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""84572"",""1076"",""10164"",""440"",""96252"",""0.39"""
"2025-10-09T06:28:20.996Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""3687"",""91653"",""1113"",""96453"",""0.06"""
"2025-10-09T06:28:02.641Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2007"",""2564"",""88857"",""118"",""93546"",""0.05"""
"2025-10-09T06:27:34.156Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1287"",""1956"",""87570"",""1212"",""92025"",""0.07"""
"2025-10-09T06:27:14.796Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1430"",""1223"",""86140"",""1877"",""90670"",""0.08"""
"2025-10-09T06:27:00.249Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1631"",""1310"",""84509"",""1274"",""88724"",""0.07"""
"2025-10-09T06:26:51.969Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2536"",""1400"",""81973"",""859"",""86768"",""0.06"""
"2025-10-09T06:26:42.527Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""72471"",""2230"",""9502"",""415"",""84618"",""0.35"""
"2025-10-09T06:07:41.584Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""2757"",""639"",""79861"",""519"",""83776"",""0.05"""
"2025-10-09T06:07:31.357Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2716"",""79139"",""164"",""82019"",""0.04"""
"2025-10-09T06:07:22.329Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1727"",""79139"",""591"",""81457"",""0.05"""
"2025-10-09T06:07:12.435Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1617"",""797"",""77522"",""543"",""80479"",""0.05"""
"2025-10-09T06:06:59.401Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2773"",""1522"",""74749"",""535"",""79579"",""0.05"""
"2025-10-09T06:06:43.380Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2683"",""74749"",""938"",""78370"",""0.05"""
"2025-10-09T06:06:38.423Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""963"",""432"",""73786"",""1184"",""76365"",""0.05"""
"2025-10-09T06:06:30.342Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""64284"",""689"",""9502"",""352"",""74827"",""0.30"""
"2025-10-09T06:05:55.071Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""3750"",""2570"",""70843"",""1898"",""79061"",""0.08"""
"2025-10-09T06:05:47.925Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3668"",""69957"",""229"",""73854"",""0.04"""
"2025-10-09T06:05:10.894Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2807"",""69957"",""218"",""72982"",""0.04"""
"2025-10-09T06:05:04.739Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""581"",""69957"",""2161"",""72699"",""0.07"""
"2025-10-09T06:04:57.708Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""5224"",""270"",""64733"",""279"",""70506"",""0.05"""
"2025-10-09T06:04:45.464Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5174"",""64733"",""288"",""70195"",""0.05"""
"2025-10-09T06:04:31.904Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3632"",""64733"",""842"",""69207"",""0.05"""
"2025-10-09T06:04:23.160Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1802"",""64733"",""970"",""67505"",""0.05"""
"2025-10-09T06:04:16.210Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""18071"",""971"",""46662"",""446"",""66150"",""0.11"""
"2025-10-09T06:04:04.576Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""17982"",""46662"",""159"",""64803"",""0.08"""
"2025-10-09T06:03:53.988Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""16421"",""46662"",""706"",""63789"",""0.09"""
"2025-10-09T06:03:43.148Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""15116"",""46662"",""650"",""62428"",""0.08"""
"2025-10-09T06:03:36.268Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""13916"",""46662"",""622"",""61200"",""0.08"""
"2025-10-09T06:03:31.601Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3475"",""141"",""43187"",""115"",""46918"",""0.03"""
"2025-10-09T06:03:22.419Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3389"",""43187"",""152"",""46728"",""0.03"""
"2025-10-09T06:03:13.911Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1666"",""43187"",""391"",""45244"",""0.03"""
"2025-10-09T06:03:06.491Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2242"",""884"",""40945"",""357"",""44428"",""0.03"""
"2025-10-09T06:03:00.653Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2192"",""40945"",""399"",""43536"",""0.03"""
"2025-10-09T06:02:34.151Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1716"",""2021"",""39229"",""104"",""43070"",""0.03"""
"2025-10-09T06:02:27.777Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1657"",""39229"",""2011"",""42897"",""0.06"""
"2025-10-09T06:02:13.752Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2685"",""1062"",""36544"",""104"",""40395"",""0.03"""
"2025-10-09T06:02:08.214Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2630"",""36544"",""1048"",""40222"",""0.04"""
"2025-10-09T06:01:35.002Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1002"",""2430"",""35542"",""133"",""39107"",""0.03"""
